,J,T,s_jt,x_jt,z_jt,p_jt
0,1,1,0.05071707830829888,1.5513455996305008,0.6609680766261028,4.844126529809788
1,1,2,0.05068792794381037,1.1637961681193065,0.9773220626010787,5.431744996930284
2,1,3,0.014415839846824863,1.4481165597106649,0.11053847996971711,7.113243269535278
3,1,4,0.031018835200246325,1.3764624236620637,0.4167092502151968,6.919508168529495
4,1,5,0.004209459177576549,0.26071810945164564,0.6829974375457245,9.0340674418381
5,1,6,0.011495440154249088,1.0071634250120516,0.8617119360852051,8.197591660428346
6,1,7,0.05240177857353107,0.5203094456559733,1.194962276556028,6.714798892139609
7,1,8,0.007063745305907379,1.4064669114299841,1.8783178903267435,11.942913460554962
8,1,9,0.0072219154655756,0.27280895628496615,0.9844435150625358,6.27306683623589
9,1,10,0.5212035892600054,1.4608134344999728,1.0928306581274465,3.9876249105133073
10,1,11,0.027031155491108246,1.2600960485402106,0.5564547254932725,5.027245686871405
11,1,12,0.0018992003610157542,0.13418898060355577,1.3329327390244612,10.856816924943985
12,1,13,0.004273389466930689,0.09317824041155565,0.876642158342541,7.266896225960953
13,1,14,0.36670340054878053,1.1900529229258576,0.09825091590249546,1.757865841941678
14,1,15,0.1939072887063969,0.6140157936862765,0.5435371151758519,5.265825691368923
15,1,16,0.012852311890071928,1.0768890197810264,1.111931199906333,8.66378555138646
16,1,17,0.07125229185614848,1.3686466131552701,1.4205784317174788,8.690978165091929
17,1,18,0.1282491036613456,0.7109288835590676,0.056578439970818795,5.228177813217531
18,1,19,0.011182106535656862,0.7990150310137653,0.9229263581363937,9.11289025378566
19,1,20,0.05739650442177908,0.9158620669463375,0.03689833727792913,6.5623698557385035
20,1,21,0.14147990786031367,1.8864049618057321,1.2895763276068437,5.99620305820826
21,1,22,0.0055576539005898285,0.7427848441037622,1.3740336539483322,7.5013557930361525
22,1,23,0.006511588077665259,0.8587434382411333,0.7060207780049454,6.095434639024643
23,1,24,0.0013493570381702437,1.0990072704147236,1.5735565699857883,9.090238911974843
24,1,25,0.03947707035410652,-0.052315034674791594,0.43664865539218833,4.857820292981743
25,1,26,0.014955482204799657,0.81971827588857,0.8168888504517732,8.340868560719546
26,1,27,0.11104644382267162,1.2016940732022294,0.38940155356282957,6.698040323932896
27,1,28,0.01036950475976852,1.155275833535486,1.2454496463212221,5.603888924800232
28,1,29,0.12478962472577888,1.2970357579312364,0.6778210872604791,4.995688415441536
29,1,30,0.8578723831368527,1.2208095767722065,0.3771137673004189,3.8939813369836402
30,1,31,0.0022241620578131965,0.065681970777546,1.8690366570971517,9.523563329012442
31,1,32,0.3401851486684859,1.1578997101777804,1.5817944291648884,4.449057473201104
32,1,33,0.006740566353173997,0.5801806491948125,1.1087633802795338,5.827886585064186
33,1,34,0.007896598529971826,0.8086050222364136,1.604779514559284,8.171644052041204
34,1,35,0.05033525738819749,2.199593863971477,1.8042392830686274,11.44458294653912
35,1,36,0.04705026957416055,1.5555120860031788,1.1208977632754578,7.310733226964759
36,1,37,0.02221765964229868,1.0752015104944548,0.9522814062965974,6.228807853510841
37,1,38,0.02324758963096235,1.1738915616030734,1.4231830469465545,6.113060924305763
38,1,39,0.12962003381042733,1.7186224926692217,1.1883483563744814,6.868917242757828
39,1,40,0.007113427984048478,1.726810913997353,1.7305240173905996,10.018171133057612
40,1,41,0.024229610289522634,0.3569698144080965,0.24489763868318404,7.065357907811205
41,1,42,0.025257517256328542,0.34338825720306765,0.12435977336328918,2.279949646100151
42,1,43,0.033771011187926234,0.9645451302486139,1.4964554905133172,9.368292415464069
43,1,44,0.5277859306022509,1.171311678357085,-0.14405091870405085,3.6915640365684887
44,1,45,0.020700461906183392,0.6233038721643118,1.5721641190431497,5.716944374743294
45,1,46,0.03587758443007172,1.353965007595142,0.7178165424426872,6.79026882346633
46,1,47,0.01005777905994105,1.3842178033669268,1.8388904997302182,11.021535292619749
47,1,48,0.03451503392416871,1.2052380741746753,0.5826334174599834,5.906166423380541
