,J,T,s_jt,x_jt,z_jt,p_jt
0,1,1,0.5231279592787682,0.8523598236466176,0.5436716241401139,-0.17556266006230636
1,1,2,0.0066389885250187,0.5282003600187157,1.6156088008232894,9.049041200488992
2,1,3,0.08279681818768876,1.5197528256493686,1.086036065189724,4.3132005819751935
3,1,4,0.0074326668110244205,1.180563101927783,1.4135393991541219,10.189111125501071
4,1,5,0.03293223623301441,1.0764562377762645,1.077815732183905,9.294815609535494
5,1,6,0.09550411098809483,1.3214936633943943,1.246593121965334,7.738244625736132
6,1,7,0.006781509383842815,0.5136562386691119,1.0388154358509722,8.796553235169872
7,1,8,0.2120778709511256,1.0892888544848325,0.3272031042187956,3.8432326668982477
8,1,9,0.006055312859524226,0.7205743135820819,1.1028296315040906,7.628866816893851
9,1,10,0.06301645932376826,1.0822475844625914,0.8981982781676467,5.632805534690267
10,1,11,0.004961144600219734,-0.06860884768524778,0.4390611035483676,5.726365663774247
11,1,12,0.15097957958154237,0.6667163407896741,0.9644750557186482,2.780502192790971
12,1,13,0.012272109065590862,1.0225017550587299,1.381999887258219,9.150500293997268
13,1,14,0.01852592507030937,1.497623294016245,1.7501708841970136,7.0104144312272245
14,1,15,0.003076294366940787,1.1511900639086496,0.7627571457859066,9.194981292795834
15,1,16,0.014321033636927325,1.1263436816447434,0.635238500556007,8.300431830670943
16,1,17,0.003005179003552058,1.6915701940960846,1.3127906115105372,7.792618035917928
17,1,18,0.09579923193198897,0.19216861425201148,1.0675130156778805,4.773185959698285
18,1,19,0.0011577312006607495,0.26461881074484117,0.6062992284329902,9.340453362377678
19,1,20,0.0005261428727589046,-0.22688908927495954,0.7982109535437206,10.539116663387714
20,1,21,0.001406747188883848,0.7348940026858299,1.038173491959297,6.785482638953359
21,1,22,0.20684629991038503,1.2576996168983667,0.7017700772732155,3.8233655850511306
22,1,23,0.15063222558301007,2.047986776996613,1.0584130525126336,7.31158114327687
23,1,24,0.2185772507536876,2.128794265439718,1.0289276300703938,7.477891114664262
24,1,25,0.22949317772606978,0.37868419041897516,0.5332037766104099,3.335484656757756
25,1,26,0.09759985396637091,0.8761883107884391,0.5030856779001602,6.992640173678981
26,1,27,0.30429761361056584,1.8922922679896703,0.47429546777925313,4.650410677170691
27,1,28,0.24034675473988962,0.9099543959282935,0.73438676569352,4.489499243647928
28,1,29,0.12647305927889038,0.8769013938362044,0.9361373293172252,4.839825222552575
29,1,30,0.008054515139187255,0.7778544810694317,0.6498240867862188,7.849915470961806
30,1,31,0.022876718627869903,0.6949710999091798,1.5329447253069004,7.24943985639932
31,1,32,0.06546880946581447,1.1729406165106888,1.0529043150183155,6.575899768030217
32,1,33,0.0067930529794533465,0.9760194578434778,1.4142796613180726,8.155084860719365
33,1,34,0.2106380746759916,1.0187434037087302,1.3300662197058026,3.985738644838554
34,1,35,0.0044274250697756475,0.6117193923010804,0.631980189972148,7.638172966387786
35,1,36,0.16042988084604679,1.5308325176194384,0.28934988324167443,6.840032090386132
36,1,37,0.004637918159403304,0.30044451535510674,1.8985323407980241,10.004404959334488
37,1,38,0.00825667291293977,0.6357267109582718,1.5689820057580768,5.734662985099432
38,1,39,0.5272583093564608,1.1530658592039822,0.6863570674091181,2.5448264785686123
39,1,40,0.030027415739124305,0.7246274472872044,1.557178937731437,7.624967122024173
40,1,41,0.1330645940007462,1.3385727286275186,0.48818815513578806,6.291582909814908
41,1,42,0.03331204056318842,0.7914464099888693,0.8600766633383393,3.5566765203944155
42,1,43,0.002894425125766133,1.2765157595505412,0.7915389027024456,6.881107333224
43,1,44,0.023274192901410563,0.5471631392766554,1.2097641571588413,7.583532860435029
44,1,45,0.021799857761298443,0.5729784260162998,0.34819240023654796,5.740277942566256
45,1,46,0.061635661864808726,0.8756644662848351,0.5243472442326917,3.8103982376941725
46,1,47,0.00450512076058404,0.7270973564773866,1.072586664507779,7.364919889110196
47,1,48,0.05160024488701579,0.5233794036023105,0.6268745100149008,2.7794173490271787
48,1,49,0.01664596472711579,0.789400801970052,1.0327432670854042,6.774012079638037
49,1,50,0.007423977843167294,-0.09378900583062211,1.4888217113722713,6.490894717451809
50,2,1,0.007847178138508581,0.7101462024046212,0.7010836283352642,6.103164119124027
51,2,2,0.003981997798257892,1.5752842296015905,0.3758833531033259,9.95232269280665
52,2,3,0.022313034289704804,1.048754624043727,1.4701134650609198,7.092696094680939
53,2,4,0.023051612922712107,1.348626699688151,1.490833320810831,8.589207779973098
54,2,5,0.07692228056090736,1.2546457085336202,0.8425292389583433,7.392165302552803
55,2,6,0.23718200021950342,1.6644811454580328,1.256303877317575,5.476475608996671
56,2,7,0.013127685604286551,0.5248145539725386,0.7213611266068742,4.90677303001197
57,2,8,0.0007276235250284751,0.0659026788928273,1.0691917237335193,10.58340499268481
58,2,9,0.07971834693714638,1.288424076194178,0.9750645632177705,7.465987316646956
59,2,10,0.04524141204807426,0.4293177148413907,0.4578561815278115,3.2227669415169107
60,2,11,0.0016470062851375643,0.8436479505295943,1.6553883241294562,7.088290639085853
61,2,12,0.022159551913421147,0.4348376824067268,1.4846294057182134,7.746717860479692
62,2,13,0.019476295285908676,1.4835234167266114,0.474888232640044,4.241573894684638
63,2,14,0.050795626766262314,0.7597141419788915,0.0936856038658812,3.9555426735195205
64,2,15,0.020550107773545143,0.14048808044134742,0.7785799670926079,6.689668054501314
65,2,16,0.042538257975537674,1.3436187663619348,1.5356921560440104,7.990543095074743
66,2,17,0.010311066468575273,1.4135425418413443,1.1170044609243488,8.073411500794073
67,2,18,0.012771111317205168,0.6123258944552176,1.4879717826163912,9.028455036129364
68,2,19,0.027277369794244118,0.7437319580623567,1.143185558634295,6.1232235903957895
69,2,20,0.8494983591992089,1.6676540174872847,-0.2534387472869759,2.5398029869262113
70,2,21,0.0020857802392566334,0.1434508793926712,0.6670629394728792,7.4363806664566265
71,2,22,0.5562974707749246,0.841266812536485,0.9507368858740594,1.5180078784220994
72,2,23,0.17798270114127382,0.9672387125024766,1.0356961085560474,5.715165653145461
73,2,24,0.002711236003068505,0.02929630444307252,0.9872772489621704,5.675501870615433
74,2,25,0.005014287748613925,0.8100089780556023,1.769879556048899,11.766412578144024
75,2,26,0.008035342625175886,0.37068242240963956,0.820050106168409,8.213137841715925
76,2,27,0.06485394846078439,1.219635036361919,0.7531251742701921,4.972055933497208
77,2,28,0.09240147260592341,1.4318896456405725,0.9269586197606914,6.925851608752857
78,2,29,0.0018343571664458116,0.25320701384317124,1.1268396440875366,10.381742996349962
79,2,30,0.003611854845664416,0.301665984980819,0.8765493098573127,8.984775430988234
80,2,31,0.016659223463919667,1.2265599725788552,0.9666292198418337,8.165053056809722
81,2,32,0.0369570772986748,1.0727998563076269,0.48068444103429897,7.843801540454066
82,2,33,0.7057446896326549,1.6049004261951008,0.2324649796511734,3.56497389628927
83,2,34,0.002984533546735815,0.6148736439720428,0.7068036399947883,9.278930745195247
84,2,35,0.006930107155523113,1.5458880279433305,1.776735292336458,10.867585900637442
85,2,36,0.020048991988593688,0.8269015483366071,0.472504348991449,7.002377587684689
86,2,37,0.2575338600658768,0.7082696086389101,1.1243558028486536,4.237883715736491
87,2,38,0.01745890009600633,0.9391490104304456,1.0233383704113799,9.075690389403158
88,2,39,0.0056903846936401485,0.4934348634098378,0.6403599076355375,10.71868322719879
89,2,40,0.011105810447020971,1.2468904273662167,0.8644288070064672,8.880696769347052
90,2,41,0.019850466400991598,0.440550810320013,1.1275178266865855,5.676392804266856
91,2,42,0.0038788397751008353,1.7897061386699475,1.9308680642708347,10.439300372229969
92,2,43,0.09426510687399216,0.78695089204066,1.1337770995742715,3.684286258677851
93,2,44,0.006061017874543481,0.583942170836804,0.17546865989347293,6.413695026691453
94,2,45,0.15378064650320294,1.3381844596090229,0.26035614857396494,3.4178549586365103
95,2,46,0.008290378468745455,0.9162615499548816,0.8207673801918705,10.082355573765557
96,2,47,0.13216917173392725,1.4211941097262244,1.2849227840776414,7.59114169556135
97,2,48,0.07193094191175044,1.9720596678787148,0.25021231682699185,6.12547719909142
98,2,49,0.1425466116451339,1.1369670184730944,0.5679500994773181,5.325891097964366
99,2,50,0.049334915997712385,-0.2412630047580926,0.07676489831991051,3.645423674978322
100,3,1,0.01127082267661472,0.9453030050122543,1.0711776348851774,5.422672195601413
101,3,2,0.05271767365761393,1.43310369423234,0.9383635799053296,2.8097706543747236
102,3,3,0.6738923590897357,2.3576540749881962,0.15271127793717687,4.243467353028372
103,3,4,0.008166881076243363,0.832881380723595,1.808836252212781,7.391449711083091
104,3,5,0.12522299403688605,-0.1022312228268929,0.5124471345031213,3.48499892251407
